train/0101_003.png,770,946,2070,2973,table
train/0110_099.png,270,1653,2280,2580,table
train/0113_013.png,303,343,2273,2953,table
train/0140_007.png,664,1782,1814,2076,table
train/0146_281.png,704,432,1744,1552,table
train/0146_281.png,682,1740,1800,2440,table
train/0147_090.png,326,413,2106,1616,table
train/0147_090.png,760,1843,1643,2393,table
train/0147_125.png,310,338,2310,912,table
train/0147_125.png,754,1184,1798,1514,table
train/0147_256.png,590,366,1940,1520,table
train/0147_256.png,368,1928,2140,2566,table
train/0148_271.png,374,384,2102,1392,table
train/0148_479.png,933,426,2130,1506,table
train/0151_180.png,590,460,2060,2113,table
train/0151_208.png,576,440,2106,2130,table
train/0154_080.png,383,523,2920,2010,table
train/0154_474.png,526,526,3100,1943,table
train/0155_081.png,665,330,2165,3060,table
train/0199_384.png,93,556,2450,2816,table
train/0203_075.png,340,540,2323,1530,table
train/0206_007.png,313,483,2323,3000,table
train/0206_048.png,220,343,2956,1826,table
train/0207_025.png,340,510,2226,2973,table
train/0209_207.png,330,353,2293,2793,table
train/0210_111.png,306,323,2276,1913,table
train/0212_175.png,393,376,2376,1260,table
train/0219_043.png,413,480,2856,1756,table
train/0220_030.png,256,523,2200,3013,table
train/0223_017.png,373,480,2280,1823,table
train/0626_005.png,836,2356,1630,2796,table
train/0626_005.png,1656,2324,2428,2556,table
train/0651_008.png,300,523,1990,783,table
train/0651_013.png,363,673,2456,1963,table
train/0651_013.png,370,2056,2400,2880,table
train/0667_005.png,430,478,2262,964,table
train/0667_005.png,268,1178,2198,1600,table
train/0672_278.png,1342,740,2362,2002,table
train/0672_356.png,366,1003,1580,1350,table
train/0685_048.png,538,484,2164,998,table
train/0717_023.png,236,513,2116,1163,table
train/0717_023.png,220,2220,2120,2823,table
train/0725_043.png,350,1000,2170,2476,table
train/0765_005.png,676,390,2340,2480,table
train/1012_041.png,230,396,2266,2906,table
train/1040_032.png,626,526,1906,2456,table
train/1060_146.png,280,486,2960,1823,table
train/1060_195.png,360,2526,2336,2993,table
train/1060_223.png,582,464,2694,1666,table
train/1063_086.png,436,443,2520,2790,table
train/1078_082.png,403,726,2026,2623,table
train/1079_023.png,1082,422,2418,846,table
train/1079_023.png,1102,2054,2364,2434,table
train/1112_023.png,344,536,1656,852,table
train/1112_023.png,352,1058,1668,1364,table
train/1124_024.png,380,806,2976,1683,table
train/1124_039.png,313,390,1946,2800,table
train/1132_108.png,456,556,2088,1478,table
train/1156_004.png,116,676,2193,1533,table
train/1156_004.png,100,1638,2144,2760,table
train/1164_010.png,243,216,2326,2930,table
train/1175_032.png,206,616,3010,1200,table
train/1194_021.png,110,430,2990,1883,table
train/1201_273.png,403,553,2933,2046,table
train/1201_293.png,540,723,2833,1836,table
train/1238_006.png,414,382,2458,1458,table
train/1249_072.png,316,428,2346,1418,table
train/1289_014.png,1412,1810,2490,2882,table
train/1295_064.png,166,393,2230,3003,table
train/1339_086.png,266,233,2313,2940,table
train/1343_073.png,176,1400,1514,2126,table
train/1353_032.png,382,2242,2062,2850,table
train/1356_083.png,213,796,2200,1256,table
train/1356_119.png,180,350,3083,2050,table
train/1360_074.png,300,590,3090,1323,table
train/1368_074.png,270,264,2194,1414,table
train/1384_058.png,286,430,3093,790,table
train/1384_097.png,205,630,2250,3025,table
train/1412_006.png,266,150,1923,976,table
train/0203_207.png,263,460,2956,2086,table
train/0725_026.png,586,960,1010,1640,table
train/1176_003.png,293,826,1983,1280,table
train/1415_048.png,353,360,2160,2733,table
train/1634_022.png,326,620,2060,2486,table
train/1719_007.png,460,983,2086,1313,table
train/1901_029.png,630,500,2030,1763,table
train/5001_024.png,260,345,2280,3080,table
train/5171_016.png,708,384,2040,1970,table
train/5373_008.png,116,203,1703,2496,table
train/5611_010.png,1348,1968,2208,2920,table
train/5727_105.png,110,344,2398,1010,table
train/5921_071.png,296,453,2353,1543,table
train/5921_071.png,303,1583,2346,2573,table
train/6504_018.png,446,1033,2760,1770,table
train/8013_494.png,186,1978,2292,3012,table
train/9503_031.png,63,423,2386,2753,table
train/9514_049.png,98,144,2348,712,table
train/9514_049.png,98,1172,1188,1810,table
train/9514_049.png,1240,1746,2334,2156,table
train/9523_038.png,1211,1990,2277,2302,table
train/9534_058.png,308,312,2252,1024,table
train/9534_058.png,302,2204,2240,2600,table
train/9548_031.png,150,600,2132,872,table
train/9548_031.png,118,2096,2124,2678,table
train/9560_036.png,243,250,2343,2906,table
train/1445_046.png,126,433,3100,1876,table
train/1464_021.png,260,354,2352,1454,table
train/1484_028.png,163,826,2216,1646,table
train/1486_156.png,166,700,2186,1960,table
train/1495_021.png,368,502,2426,1960,table
train/1539_012.png,150,666,3076,1590,table
train/1550_007.png,164,1880,1140,2456,table
train/1551_123.png,515,395,2055,3020,table
train/1551_152.png,533,396,2020,1520,table
train/1552_032.png,500,983,2030,1973,table
train/1553_021.png,300,363,2180,1570,table
train/1556_004.png,196,383,2226,2870,table
train/1556_006.png,220,386,2203,1333,table
train/1558_040.png,421,381,1404,1284,table
train/1580_295.png,303,293,2076,766,table
train/1589_015.png,576,776,2116,2546,table
train/1624_063.png,300,255,2355,1165,table
train/1624_063.png,340,1836,2343,2493,table
train/1634_330.png,256,1070,2276,2833,table
train/1634_335.png,330,1280,2420,2703,table
train/1654_004.png,292,400,2284,1014,table
train/1662_034.png,1324,1246,2446,1804,table
train/1662_053.png,346,216,2210,800,table
train/1662_053.png,1360,1066,2293,1566,table
train/1662_085.png,680,228,1890,668,table
train/1662_085.png,774,958,1822,1408,table
train/1665_133.png,428,644,2152,1486,table
train/1672_069.png,338,470,1422,1026,table
train/1674_088.png,414,122,2098,696,table
train/1674_088.png,412,710,2240,2296,table
train/1674_138.png,296,446,2200,1044,table
train/1674_138.png,288,1060,2242,2722,table
train/1675_199.png,773,456,1946,2056,table
train/1675_199.png,926,2356,1890,2870,table
train/1675_209.png,433,486,2196,2816,table
train/1676_008.png,434,348,2272,1080,table
train/1676_356.png,434,426,2200,962,table
train/1696_204.png,268,374,1082,714,table
train/1696_302.png,136,2588,1172,3028,table
train/1717_086.png,356,560,2123,2746,table
train/1723_194.png,423,616,1826,2013,table
train/1723_250.png,456,610,1290,924,table
train/1740_002.png,286,484,1456,762,table
train/1740_002.png,280,1110,1514,1500,table
train/1740_002.png,1898,392,3164,754,table
train/1742_157.png,270,706,2836,1930,table
train/1777_016.png,590,486,2143,1213,table
train/1777_016.png,216,1786,2320,2666,table
train/1786_032.png,333,520,2793,1320,table
train/1788_011.png,290,510,2060,2915,table
train/1796_095.png,430,1073,2833,2126,table
train/1813_081.png,353,560,2433,3013,table
train/1818_005.png,253,440,2256,1793,table
train/1818_005.png,250,2016,2263,2693,table
train/1830_014.png,270,1606,2223,2153,table
train/1852_024.png,613,1436,2173,3006,table
train/1852_095.png,358,266,1630,666,table
train/1896_199.png,230,438,2184,878,table
train/1896_369.png,430,1636,1823,1993,table
train/1896_414.png,150,516,2146,2090,table
train/1901_014.png,360,473,2143,2373,table
train/1939_011.png,273,346,2223,2260,table
train/1999_019.png,383,620,1806,2010,table
train/2010_019.png,870,250,2000,706,table
train/2010_019.png,993,1403,1890,1840,table
train/2010_019.png,993,2093,1900,2496,table
train/2029_339.png,276,473,2796,2263,table
train/2029_438.png,436,350,2776,2280,table
train/2029_470.png,466,423,2773,2223,table
train/2029_489.png,416,366,2730,2313,table
train/2042_004.png,320,1226,2050,1596,table
train/2070_034.png,536,784,1548,1192,table
train/2070_034.png,520,1642,1530,2036,table
train/2092_068.png,226,350,2916,2173,table
train/2093_061.png,356,753,2193,2370,table
train/2117_040.png,702,2026,1942,2628,table
train/2117_329.png,283,240,2126,2810,table
train/2117_344.png,350,783,2980,1663,table
train/2135_012.png,1008,520,2278,1666,table
train/2136_083.png,700,723,3020,1410,table
train/2306_093.png,453,290,2366,3013,table
train/5001_025.png,276,490,2290,2616,table
train/5001_032.png,190,480,2260,2800,table
train/5008_029.png,252,402,2432,1042,table
train/5017_041.png,270,1413,2286,2033,table
train/5028_029.png,416,296,2213,2126,table
train/5045_074.png,45,90,2355,3045,table
train/5065_041.png,376,598,2140,1498,table
train/5067_007.png,150,410,2356,2906,table
train/5086_072.png,304,1006,1040,1588,table
train/5086_072.png,302,1626,1804,2502,table
train/5095_019.png,265,295,2305,2780,table
train/5099_068.png,266,210,2320,2670,table
train/5103_020.png,290,393,2333,2770,table
train/5109_001.png,246,176,2486,770,table
train/5112_044.png,305,555,2325,2645,table
train/5117_023.png,566,270,2403,2526,table
train/5140_040.png,213,380,2240,2356,table
train/5170_020.png,256,533,2506,3123,table
train/5182_078.png,333,476,2300,2540,table
train/5191_015.png,354,512,2074,1214,table
train/5192_089.png,340,546,2353,1123,table
train/5195_054.png,350,433,2240,2706,table
train/5195_077.png,323,833,2340,2453,table
train/5244_103.png,586,1866,1650,2853,table
train/5248_035.png,343,580,3106,2200,table
train/5252_009.png,116,680,2310,2596,table
train/5265_137.png,280,300,2236,2900,table
train/5303_003.png,62,494,1158,1482,table
train/5333_017.png,168,1774,1226,2864,table
train/5347_145.png,243,413,3043,2380,table
train/5347_192.png,260,240,2996,2203,table
train/5361_015.png,130,10,2060,3260,table
train/5365_159.png,203,346,2443,2703,table
train/5366_142.png,240,400,2430,2986,table
train/5367_007.png,480,833,2026,2800,table
train/5375_004.png,383,730,2376,1390,table
train/5380_053.png,220,446,2370,3100,table
train/5385_003.png,403,360,2170,2833,table
train/5385_012.png,400,430,3106,1970,table
train/5408_004.png,250,536,2330,2963,table
train/5412_028.png,276,496,2273,2633,table
train/5415_006.png,820,663,2273,1070,table
train/5415_006.png,270,1700,2273,2676,table
train/5417_044.png,276,760,2233,2213,table
train/5435_166.png,690,686,2054,930,table
train/5449_105.png,246,603,2340,2756,table
train/5515_011.png,263,603,2250,1173,table
train/5575_112.png,520,476,1890,2366,table
train/5589_017.png,902,484,3134,1734,table
train/5592_012.png,156,444,1272,1556,table
train/5593_036.png,266,280,2400,2550,table
train/5593_060.png,276,276,2443,2586,table
train/5611_007.png,273,540,2286,2986,table
train/5611_013.png,282,962,1132,1238,table
train/5622_013.png,220,346,2430,656,table
train/5625_007.png,393,326,2396,1910,table
train/5625_015.png,493,303,2263,2710,table
train/5649_040.png,356,1926,896,2190,table
train/5649_040.png,918,1924,1460,2168,table
train/5649_063.png,1258,1055,2355,1594,table
train/5649_076.png,1391,551,2455,831,table
train/5661_024.png,282,466,2202,960,table
train/5670_054.png,250,333,2320,2873,table
train/5673_020.png,276,443,2263,2756,table
train/5673_050.png,453,473,3053,1546,table
train/5675_015.png,486,1854,2314,2698,table
train/5680_016.png,228,498,1558,1094,table
train/5680_035.png,322,1292,1652,2912,table
train/5685_032.png,336,584,2290,1742,table
train/5727_091.png,46,363,2310,2876,table
train/5727_096.png,100,356,2356,1006,table
train/5727_109.png,60,368,2314,1010,table
train/5731_009.png,344,1098,1221,1602,table
train/5809_003.png,103,423,1486,2446,table
train/5814_092.png,360,280,2983,2143,table
train/5820_160.png,140,843,2356,2653,table
train/5830_049.png,96,893,2286,2880,table
train/5830_144.png,383,713,2383,3033,table
train/5830_158.png,373,720,2316,3036,table
train/5830_164.png,426,736,2373,3030,table
train/5830_191.png,300,850,2360,3140,table
train/5830_240.png,330,730,2343,3063,table
train/5830_462.png,226,730,2240,3046,table
train/5842_099.png,200,456,1568,1356,table
train/5848_023.png,246,450,1334,1926,table
train/5856_026.png,398,550,2128,1710,table
train/5881_166.png,541,1241,1275,1878,table
train/5913_002.png,300,410,2453,3160,table
train/5925_025.png,1700,186,3142,706,table
train/5926_018.png,363,503,2403,2066,table
train/5935_149.png,560,646,2923,1960,table
train/5955_103.png,312,3074,2330,3232,table
train/5956_026.png,363,443,3146,1766,table
train/5963_008.png,250,195,2325,3075,table
train/5992_072.png,190,466,2863,2100,table
train/6008_014.png,173,1293,2426,2530,table
train/6114_062.png,1260,560,2180,900,table
train/6286_013.png,146,2000,2296,2923,table
train/6294_118.png,202,2054,2216,2732,table
train/6294_128.png,233,673,2233,1363,table
train/6294_128.png,603,2440,1873,3060,table
train/6294_160.png,193,636,2093,2136,table
train/6294_166.png,266,233,2960,1336,table
train/6346_024.png,453,806,2180,2423,table
train/6347_112.png,106,844,2492,1614,table
train/6415_046.png,203,260,2390,2786,table
train/6546_011.png,220,663,2766,1646,table
train/6546_016.png,100,676,2990,1310,table
train/6575_007.png,175,335,2345,2985,table
train/6577_020.png,370,486,3086,2196,table
train/6578_052.png,253,440,2240,2880,table
train/6580_018.png,243,460,2220,960,table
train/6580_091.png,306,400,2263,1560,table
train/6580_125.png,300,406,2983,1830,table
train/6581_209.png,86,523,2406,1803,table
train/6583_055.png,176,390,2216,1120,table
train/6583_055.png,183,1576,2206,2220,table
train/6585_484.png,273,390,3000,2110,table
train/6585_486.png,276,363,2993,2100,table
train/6585_593.png,310,430,3043,2140,table
train/6790_011.png,553,490,2680,1840,table
train/6814_006.png,100,380,2036,2713,table
train/8005_125.png,955,188,1471,982,table
train/8024_015.png,198,628,1932,1606,table
train/8025_067.png,1313,1123,2286,2966,table
train/8031_232.png,830,1421,1520,2060,table
train/8095_046.png,1564,1806,2204,3038,table
train/8209_010.png,752,646,1816,902,table
train/8232_013.png,156,2090,984,2418,table
train/9500_023.png,107,1370,1234,1594,table
train/9500_034.png,88,274,1248,742,table
train/9500_034.png,1230,1130,2374,1528,table
train/9501_022.png,216,2608,1068,3030,table
train/9501_032.png,1187,754,2307,1168,table
train/9501_032.png,1182,1962,2321,2274,table
train/9501_043.png,44,812,1124,991,table
train/9501_043.png,61,1278,1131,1570,table
train/9501_043.png,64,2712,1140,3154,table
train/9501_043.png,1154,502,2221,1081,table
train/9502_055.png,608,620,2314,938,table
train/9502_055.png,612,1252,2316,1460,table
train/9502_055.png,604,1536,2322,2214,table
train/9502_061.png,120,313,2270,2580,table
train/9503_001.png,200,786,2176,2676,table
train/9503_027.png,73,530,2346,2490,table
train/9504_025.png,75,1115,1110,1487,table
train/9506_017.png,1018,490,2231,861,table
train/9507_030.png,276,313,2313,2703,table
train/9508_056.png,196,416,2453,2353,table
train/9508_064.png,1345,425,2431,1122,table
train/9508_065.png,146,620,2376,986,table
train/9508_065.png,113,1160,2366,2076,table
train/9508_065.png,146,2326,2356,2630,table
train/9508_067.png,156,542,1258,1072,table
train/9508_067.png,156,1324,1232,2162,table
train/9508_067.png,1278,2084,2376,2680,table
train/9509_040.png,1300,2180,2410,2540,table
train/9509_042.png,120,1414,1238,1832,table
train/9509_042.png,1292,336,2410,754,table
train/9509_045.png,102,534,1226,1130,table
train/9509_045.png,114,2072,1202,2326,table
train/9509_045.png,94,2498,1200,2960,table
train/9510_031.png,88,2068,1178,2496,table
train/9510_031.png,90,2616,1176,2948,table
train/9510_031.png,1234,2080,2320,2394,table
train/9510_031.png,1208,2502,2294,2648,table
train/9510_037.png,78,1436,1190,2036,table
train/9510_037.png,90,2312,1184,2920,table
train/9510_037.png,1232,586,2322,928,table
train/9510_041.png,1240,470,2336,972,table
train/9510_041.png,1216,1078,2338,1664,table
train/9511_031.png,136,1934,1194,2184,table
train/9512_043.png,53,206,2310,2743,table
train/9513_030.png,226,706,2420,1450,table
train/9513_030.png,223,1773,2420,2300,table
train/9514_046.png,1284,1624,2378,1952,table
train/9514_046.png,1276,2282,2378,2874,table
train/9515_022.png,134,242,1620,1398,table
train/9515_023.png,136,232,1616,1340,table
train/9515_024.png,142,320,844,574,table
train/9515_024.png,142,1390,1630,2696,table
train/9516_001.png,540,368,2002,1606,table
train/9516_041.png,100,480,2280,3175,table
train/9517_037.png,220,1650,2256,2122,table
train/9517_045.png,140,386,1758,2048,table
train/9518_015.png,34,1126,1082,1532,table
train/9518_015.png,1208,1494,2284,2176,table
train/9518_018.png,205,1022,1281,1325,table
train/9518_018.png,208,2502,1275,2825,table
train/9519_034.png,636,440,2526,2940,table
train/9519_045.png,576,1740,2444,2230,table
train/9519_063.png,450,533,2353,1776,table
train/9519_063.png,470,1942,2336,2680,table
train/9520_037.png,494,824,1518,1258,table
train/9520_041.png,470,152,1471,662,table
train/9520_041.png,470,764,1471,1298,table
train/9520_041.png,1487,157,2500,665,table
train/9520_041.png,1487,765,2507,1311,table
train/9520_041.png,472,1884,2512,2532,table
train/9521_052.png,736,618,2420,1896,table
train/9521_052.png,740,2062,2418,2710,table
train/9522_041.png,86,456,1090,1348,table
train/9522_041.png,78,1610,1082,2058,table
train/9522_041.png,1134,632,2170,1616,table
train/9522_055.png,40,283,963,2626,table
train/9522_055.png,1144,522,2220,928,table
train/9525_037.png,1250,2675,2410,2931,table
train/9525_043.png,54,1114,1208,1364,table
train/9525_043.png,48,1860,1240,2716,table
train/9525_043.png,1226,318,2426,1548,table
train/9526_017.png,845,2668,2224,3060,table
train/9526_028.png,124,312,1276,1964,table
train/9526_028.png,1294,458,2418,702,table
train/9526_028.png,1288,2374,2424,2724,table
train/9527_018.png,486,420,2363,2440,table
train/9527_024.png,500,434,2352,870,table
train/9527_024.png,502,2712,2346,3002,table
train/9528_043.png,240,1450,2192,2008,table
train/9528_043.png,246,2182,2204,2846,table
train/9528_061.png,276,914,2212,1186,table
train/9528_061.png,276,2108,2242,2576,table
train/9528_061.png,312,2698,1834,2958,table
train/9529_050.png,72,342,2042,1158,table
train/9529_050.png,108,1372,2052,1620,table
train/9529_050.png,104,2234,2040,2512,table
train/9530_051.png,90,470,2394,1682,table
train/9531_070.png,166,368,2328,1088,table
train/9531_070.png,148,1100,2340,1788,table
train/9531_073.png,50,260,2336,2876,table
train/9532_146.png,563,490,2440,2853,table
train/9533_038.png,1278,454,2326,1358,table
train/9533_038.png,1270,1774,2328,2368,table
